"x","y","X","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An","Labels","Zone"
122.5,317.5,91123,4,5380,4217,8,40,24,40,11,297,6196,58,86.0076274473164,"SK394AZone12a",6
122.5,318.5,90623,4,5371,4231,3,51,16,49,8,337,6235,49,86.2912752064835,"SK394AZone12a",6
122.5,319.5,90123,4,5272,4211,4,41,16,44,3,389,6254,41,85.886064121959,"SK394AZone12a",6
122.5,320.5,89623,4,5287,4260,6,43,28,42,10,383,6178,47,86.878831279044,"SK394AZone12a",6
122.5,323.5,88123,4,5429,4230,4,41,21,51,6,348,6166,55,86.2710146522573,"SK394AZone12a",6
122.5,324.5,87623,4,5215,3821,6,37,25,39,10,612,6488,40,77.9844479737315,"SK394AZone12b",3
122.5,325.5,87123,4,5023,3681,6,38,20,42,10,572,6496,41,75.1479703820601,"SK394AZone12b",3
122.5,326.5,86623,4,5420,4053,7,54,25,45,10,396,6497,42,82.6848965542156,"SK394AZone12b",3
123.5,124.5,187624,4,5040,3780,3,44,25,69,5,501,6408,44,77.1537652504563,"SK394AZone10a",3
123.5,125.5,187124,4,5184,3943,7,47,20,50,7,504,6196,63,80.4562355893309,"SK394AZone10a",3
123.5,126.5,186624,4,5041,3743,6,73,32,54,11,530,6595,54,76.404124744086,"SK394AZone10a",3
123.5,314.5,92624,4,5245,3974,3,34,15,49,10,436,6487,48,81.0843127703438,"SK394AZone12b",3
123.5,315.5,92124,4,5244,4147,2,41,13,45,5,385,6085,52,84.5893886514807,"SK394AZone12a",6
123.5,316.5,91624,4,5162,4230,2,53,16,89,4,318,6035,41,86.2710146522573,"SK394AZone12a",6
123.5,317.5,91124,4,5285,4171,4,56,23,48,4,331,6118,46,85.07564195291,"SK394AZone12a",6
123.5,318.5,90624,4,5259,4226,4,41,17,45,9,305,6222,53,86.1899724353524,"SK394AZone12a",6
123.5,319.5,90124,4,5398,3972,9,48,27,46,8,451,6348,44,81.0437916618914,"SK394AZone12a",6
123.5,320.5,89624,4,5276,4133,3,37,23,38,6,364,6094,46,84.3057408923135,"SK394AZone12a",6
123.5,321.5,89124,4,5588,4080,2,39,19,47,8,303,6245,48,83.2319315183236,"SK394AZone12a",6
123.5,322.5,88624,4,5426,4251,7,34,17,50,10,318,6137,52,86.696486291008,"SK394AZone12a",6
123.5,323.5,88124,4,5318,4089,6,52,14,51,9,355,6178,44,83.4142765063596,"SK394AZone12a",6
123.5,325.5,87124,4,5178,3950,4,50,16,49,14,487,6347,54,80.5980594689144,"SK394AZone12b",3
123.5,326.5,86624,4,5303,4040,5,28,21,49,6,462,6236,44,82.4215093492746,"SK394AZone12b",3
124.5,120.5,189625,4,5244,3890,4,35,17,48,5,492,6486,45,79.382426215341,"SK394AZone10a",3
124.5,121.5,189125,4,5203,3759,3,50,28,47,7,502,6458,48,76.7282936117056,"SK394AZone10a",3
124.5,122.5,188625,4,5046,3873,5,52,24,46,9,455,6538,46,79.0379967934952,"SK394AZone10a",3
124.5,123.5,188125,4,5165,3799,7,51,15,81,5,516,6414,43,77.5387157807546,"SK394AZone10a",3
124.5,124.5,187625,4,5263,3903,2,43,18,54,6,504,6476,44,79.6458134202819,"SK394AZone10a",3
124.5,125.5,187125,4,5168,3919,8,51,19,42,6,503,6465,54,79.9699822879015,"SK394AZone10a",3
124.5,126.5,186625,4,5176,3817,10,49,21,47,4,493,6487,57,77.9034057568266,"SK394AZone10a",3
124.5,314.5,92625,4,5217,4062,1,53,21,66,11,455,6296,47,82.8672415422516,"SK394AZone12b",3
124.5,315.5,92125,4,5104,3878,3,45,32,51,11,498,6509,57,79.1392995646263,"SK394AZone12b",3
124.5,316.5,91625,4,5299,4023,6,33,18,37,3,392,6370,62,82.0770799274288,"SK394AZone12b",3
124.5,317.5,91125,4,5186,4080,7,51,17,46,6,439,6312,25,83.2319315183236,"SK394AZone12b",3
124.5,318.5,90625,4,5435,4316,6,46,25,36,10,307,6057,50,88.0134223157126,"SK394AZone12a",6
124.5,319.5,90125,4,5406,4308,3,45,24,50,7,276,6050,49,87.8513378819028,"SK394AZone12a",6
124.5,320.5,89625,4,5365,4263,7,29,14,39,15,290,6116,31,86.9396129417227,"SK394AZone12a",6
124.5,321.5,89125,4,5383,4089,1,31,18,50,8,374,6324,50,83.4142765063596,"SK394AZone12a",6
124.5,322.5,88625,4,5321,4261,7,45,18,38,3,377,6195,53,86.8990918332702,"SK394AZone12a",6
124.5,323.5,88125,4,5121,3879,6,53,19,45,9,513,6466,52,79.1595601188525,"SK394AZone12b",3
124.5,324.5,87625,4,4766,3558,7,46,33,68,8,698,6646,46,72.6559222122345,"SK394AZone12b",3
124.5,325.5,87125,4,5218,3924,8,46,19,39,7,473,6414,49,80.0712850590326,"SK394AZone12b",3
124.5,326.5,86625,4,5253,4003,7,38,22,67,9,451,6133,45,81.6718688429043,"SK394AZone12b",3
125.5,118.5,190626,4,5202,3944,7,48,18,42,8,455,6415,45,80.4764961435571,"SK394AZone10a",3
125.5,119.5,190126,4,5270,3969,2,47,13,36,8,498,6147,47,80.9830099992127,"SK394AZone10a",3
125.5,120.5,189626,4,5251,3850,4,41,22,35,5,500,6279,32,78.572004046292,"SK394AZone10a",3
125.5,121.5,189126,4,5227,3951,2,49,14,63,9,510,6232,49,80.6183200231407,"SK394AZone10a",3
125.5,122.5,188626,4,5073,3985,5,39,23,47,7,471,6317,39,81.3071788668323,"SK394AZone10a",3
125.5,123.5,188126,4,5233,3949,3,38,18,46,4,510,6532,45,80.5777989146882,"SK394AZone10a",3
125.5,124.5,187626,4,5132,3902,8,48,18,67,9,462,6376,50,79.6255528660557,"SK394AZone10a",3
125.5,125.5,187126,4,5183,3827,6,45,16,48,10,537,6306,36,78.1060112990888,"SK394AZone10a",3
125.5,126.5,186626,4,5236,3905,5,55,20,42,10,504,6377,53,79.6863345287343,"SK394AZone10a",3
125.5,314.5,92626,4,5054,3611,1,71,24,67,7,646,6657,55,73.7297315862244,"SK394AZone12b",3
125.5,315.5,92126,4,5208,3870,2,57,20,34,6,510,6222,51,78.9772151308165,"SK394AZone12b",3
125.5,316.5,91626,4,5286,3995,3,42,22,38,7,510,6426,34,81.5097844090946,"SK394AZone12b",3
125.5,317.5,91126,4,5219,4033,5,40,25,43,11,543,6470,54,82.2796854696911,"SK394AZone12b",3
125.5,318.5,90626,4,5246,3940,7,36,26,52,7,454,6348,43,80.3954539266522,"SK394AZone12b",3
125.5,319.5,90126,4,5471,4238,6,44,20,55,10,324,5861,38,86.4330990860671,"SK394AZone12a",6
125.5,320.5,89626,4,5385,4228,6,53,25,35,5,335,6256,46,86.2304935438048,"SK394AZone12a",6
125.5,321.5,89126,4,5492,4289,2,37,18,52,12,289,6171,43,87.4663873516045,"SK394AZone12a",6
125.5,322.5,88626,4,5183,3890,5,47,19,40,11,520,6286,39,79.382426215341,"SK394AZone12b",3
125.5,323.5,88126,4,5102,3786,6,42,16,52,9,531,6390,51,77.2753285758136,"SK394AZone12b",3
125.5,324.5,87626,4,5096,3869,6,52,20,50,3,548,6495,48,78.9569545765903,"SK394AZone12b",3
125.5,325.5,87126,4,5269,3919,3,40,14,36,7,470,6479,46,79.9699822879015,"SK394AZone12b",3
125.5,326.5,86626,4,4973,3710,7,59,33,63,9,581,6564,49,75.7355264546206,"SK394AZone12b",3
126.5,118.5,190627,4,5245,3948,6,38,23,45,5,532,6353,61,80.557538360462,"SK394AZone10a",3
126.5,119.5,190127,4,5314,3980,4,38,25,32,9,465,6315,28,81.2058760957012,"SK394AZone10a",3
126.5,120.5,189627,4,5205,3913,3,48,10,35,11,475,6443,44,79.8484189625441,"SK394AZone10a",3
126.5,121.5,189127,4,5081,3965,4,42,24,74,9,492,6364,58,80.9019677823078,"SK394AZone10a",3
126.5,122.5,188627,4,5176,3987,6,42,18,52,2,505,6451,54,81.3476999752848,"SK394AZone10a",3
126.5,123.5,188127,4,5172,3958,10,33,14,49,5,451,6345,70,80.7601439027242,"SK394AZone10a",3
126.5,124.5,187627,4,5342,3992,6,49,28,45,6,424,6210,44,81.4490027464159,"SK394AZone10a",3
126.5,125.5,187127,4,5201,3926,6,53,16,41,5,469,6233,35,80.1118061674851,"SK394AZone10a",3
126.5,126.5,186627,4,5238,3940,2,42,16,40,8,475,6273,51,80.3954539266522,"SK394AZone10a",3
126.5,127.5,186127,4,5121,3909,5,59,32,57,12,508,6279,63,79.7673767456393,"SK394AZone10a",3
126.5,316.5,91627,4,5187,4009,5,47,22,43,8,465,6370,48,81.7934321682617,"SK394AZone12b",3
126.5,317.5,91127,4,5195,3975,2,44,24,47,5,460,6366,49,81.10457332457,"SK394AZone12b",3
126.5,318.5,90627,4,5108,3960,3,40,16,41,6,514,6461,67,80.8006650111767,"SK394AZone12b",3
126.5,319.5,90127,4,5283,3954,3,47,19,42,10,514,6438,40,80.6791016858193,"SK394AZone12b",3
126.5,320.5,89627,4,5187,3835,4,47,21,42,8,602,6312,42,78.2680957328986,"SK394AZone12b",3
126.5,321.5,89127,4,5200,3923,7,44,17,51,8,515,6272,56,80.0510245048064,"SK394AZone12b",3
126.5,322.5,88627,4,5174,3898,5,51,20,41,10,508,6293,53,79.5445106491508,"SK394AZone12b",3
126.5,323.5,88127,4,5227,4025,6,50,15,40,10,486,6341,56,82.1176010358813,"SK394AZone12b",3
126.5,324.5,87627,4,5279,4055,2,37,28,47,9,477,6407,52,82.725417662668,"SK394AZone12b",3
126.5,325.5,87127,4,5208,3909,4,37,17,46,12,508,6412,63,79.7673767456393,"SK394AZone12b",3
127.5,117.5,191128,4,5257,3991,8,51,18,27,9,423,6164,53,81.4287421921896,"SK394AZone10a",3
127.5,118.5,190628,4,5240,4036,5,44,15,44,3,439,6428,46,82.3404671323698,"SK394AZone10a",3
127.5,119.5,190128,4,5224,3949,5,23,23,47,5,440,6231,47,80.5777989146882,"SK394AZone10a",3
127.5,120.5,189628,4,5421,3965,7,51,16,48,5,453,6371,52,80.9019677823078,"SK394AZone10a",3
127.5,121.5,189128,4,5242,3861,2,31,19,77,1,472,6337,49,78.7948701427805,"SK394AZone10a",3
127.5,122.5,188628,4,5253,3968,5,40,13,45,7,462,6309,43,80.9627494449865,"SK394AZone10a",3
127.5,123.5,188128,4,5198,4093,5,35,20,35,5,458,6471,42,83.4953187232645,"SK394AZone10a",3
127.5,124.5,187628,4,5339,4034,3,41,16,43,9,439,6432,61,82.2999460239173,"SK394AZone10a",3
127.5,125.5,187128,4,5200,3925,6,59,21,44,5,435,6338,39,80.0915456132588,"SK394AZone10a",3
127.5,126.5,186628,4,5328,4112,3,52,18,42,7,438,6251,41,83.8802692535628,"SK394AZone10a",3
127.5,127.5,186128,4,5152,3942,4,37,22,36,6,465,6165,58,80.4359750351046,"SK394AZone10a",3
127.5,318.5,90628,4,5313,4037,2,55,19,42,7,411,6323,51,82.360727686596,"SK394AZone12b",3
127.5,319.5,90128,4,5089,4040,3,54,17,43,10,449,6193,49,82.4215093492746,"SK394AZone12b",3
127.5,320.5,89628,4,5213,4056,4,40,13,51,8,439,6264,56,82.7456782168942,"SK394AZone12b",3
127.5,321.5,89128,4,5266,4086,4,37,21,53,9,480,6441,49,83.353494843681,"SK394AZone12a",6
127.5,322.5,88628,4,5302,4166,3,46,12,33,8,460,6359,49,84.9743391817789,"SK394AZone12a",6
127.5,323.5,88128,4,5273,4088,4,44,19,52,4,467,6385,46,83.3940159521334,"SK394AZone12b",3
128.5,116.5,191629,4,5255,3912,5,36,14,52,8,454,6293,49,79.8281584083179,"SK394AZone10a",3
128.5,117.5,191129,4,5201,4042,1,43,19,34,7,440,6292,51,82.4620304577271,"SK394AZone10a",3
128.5,118.5,190629,4,5205,4000,1,37,26,40,9,461,6332,54,81.6110871802257,"SK394AZone10a",3
128.5,119.5,190129,4,5222,4091,1,37,25,41,6,424,6347,44,83.4547976148121,"SK394AZone10a",3
128.5,120.5,189629,4,5189,4016,9,47,16,81,14,467,6264,47,81.9352560478453,"SK394AZone10a",3
128.5,121.5,189129,4,5191,4104,6,33,13,49,11,463,6311,56,83.718184819753,"SK394AZone10a",3
128.5,122.5,188629,4,5266,3968,4,29,21,29,9,475,6317,50,80.9627494449865,"SK394AZone10a",3
128.5,123.5,188129,4,5295,3940,2,33,14,46,8,413,6428,46,80.3954539266522,"SK394AZone10a",3
128.5,124.5,187629,4,5265,4004,5,48,24,48,11,410,6286,53,81.6921293971306,"SK394AZone10a",3
128.5,125.5,187129,4,5109,4148,2,40,14,31,8,455,6395,43,84.6096492057069,"SK394AZone10a",3
128.5,126.5,186629,4,5290,4013,7,54,19,40,12,422,6153,51,81.8744743851666,"SK394AZone10a",3
129.5,116.5,191630,4,5172,3914,7,41,18,52,11,456,6442,39,79.8686795167704,"SK394AZone10a",3
129.5,117.5,191130,4,5296,4036,5,50,30,37,6,442,6211,53,82.3404671323698,"SK394AZone10a",3
129.5,118.5,190630,4,5212,3995,6,48,16,52,8,409,6119,59,81.5097844090946,"SK394AZone10a",3
129.5,119.5,190130,4,5275,4061,4,45,25,39,7,443,6262,60,82.8469809880254,"SK394AZone10a",3
129.5,120.5,189630,4,5250,4015,1,53,24,98,3,450,6301,47,81.914995493619,"SK394AZone10a",3
129.5,121.5,189130,4,5192,4079,9,45,10,47,8,451,6343,48,83.2116709640974,"SK394AZone10a",3
129.5,122.5,188630,4,5332,4011,5,35,21,54,5,445,6097,46,81.8339532767141,"SK394AZone10a",3
129.5,123.5,188130,4,5206,3928,3,30,19,44,9,420,6211,43,80.1523272759375,"SK394AZone10a",3
129.5,124.5,187630,4,5298,4025,5,38,14,42,8,435,6143,42,82.1176010358813,"SK394AZone10a",3
129.5,125.5,187130,4,5309,4112,4,49,14,48,6,438,6415,58,83.8802692535628,"SK394AZone10a",3
13.5,138.5,180514,4,5371,4009,6,45,24,39,9,474,6383,42,81.7934321682617,"SK394AZone9a",3
13.5,139.5,180014,4,5307,4046,4,46,18,36,4,435,6350,49,82.543072674632,"SK394AZone9a",3
13.5,140.5,179514,4,5270,4012,2,44,15,45,11,458,6430,49,81.8542138309404,"SK394AZone9a",3
13.5,141.5,179014,4,5239,3835,4,44,24,52,6,484,6538,56,78.2680957328986,"SK394AZone9a",3
13.5,142.5,178514,4,5141,3881,7,45,11,61,8,506,6405,48,79.200081227305,"SK394AZone9a",3
13.5,143.5,178014,4,5288,3657,6,26,17,56,8,537,6485,57,74.6617170806307,"SK394AZone9a",3
13.5,144.5,177514,4,5023,3693,4,45,27,44,12,592,6756,43,75.3910970327748,"SK394AZone9a",3
13.5,145.5,177014,4,4974,3701,6,59,25,66,11,577,6618,43,75.5531814665846,"SK394AZone9a",3
13.5,146.5,176514,4,5022,3748,8,51,20,50,10,553,6515,51,76.5054275152171,"SK394AZone9a",3
13.5,148.5,175514,4,5266,3977,8,37,17,44,7,440,6061,45,81.1450944330225,"SK394AZone9a",3
13.5,149.5,175014,4,5155,4023,3,52,16,45,7,461,6367,38,82.0770799274288,"SK394AZone9a",3
13.5,150.5,174514,4,5215,3921,5,32,22,47,7,483,6356,50,80.0105033963539,"SK394AZone9a",3
13.5,151.5,174014,4,5098,3712,6,79,32,70,12,535,6467,52,75.776047563073,"SK394AZone9a",3
13.5,152.5,173514,4,5231,3976,3,44,20,55,8,443,6261,49,81.1248338787963,"SK394AZone9a",3
13.5,29.5,235014,4,4913,3586,6,106,34,105,20,428,6298,86,73.2232177305688,"SK394AZone1a",1
13.5,32.5,233514,4,5125,4061,4,46,18,51,5,403,6417,50,82.8469809880254,"SK394AZone1a",1
13.5,33.5,233014,4,5181,3964,6,43,15,52,6,423,6234,49,80.8817072280816,"SK394AZone1a",1
13.5,34.5,232514,4,5194,3927,6,37,15,54,8,412,6420,48,80.1320667217113,"SK394AZone1a",1
13.5,35.5,232014,4,5179,3999,1,36,22,44,12,437,6372,41,81.5908266259994,"SK394AZone1a",1
13.5,36.5,231514,4,5224,4051,4,41,17,36,4,468,6372,49,82.6443754457631,"SK394AZone1a",1
13.5,37.5,231014,4,5142,3884,3,48,21,44,7,462,6254,49,79.2608628899836,"SK394AZone1a",1
13.5,38.5,230514,4,5203,3939,7,44,22,40,10,440,6432,45,80.375193372426,"SK394AZone1a",1
13.5,39.5,230014,4,5150,4121,9,43,23,51,7,451,6284,49,84.0626142415988,"SK394AZone1a",1
130.5,115.5,192131,4,5288,4004,4,44,20,51,5,483,6307,36,81.6921293971306,"SK394AZone10a",3
130.5,116.5,191631,4,5289,3955,7,49,16,39,2,404,6389,52,80.6993622400456,"SK394AZone10a",3
130.5,117.5,191131,4,5256,4083,5,42,19,34,6,450,6261,41,83.2927131810023,"SK394AZone10a",3
130.5,118.5,190631,4,5100,3964,1,35,19,39,8,486,6370,44,80.8817072280816,"SK394AZone10a",3
130.5,119.5,190131,4,5233,3872,6,37,15,55,11,490,6486,50,79.0177362392689,"SK394AZone10a",3
130.5,120.5,189631,4,5091,3888,2,53,25,75,8,493,6356,39,79.3419051068885,"SK394AZone10a",3
130.5,121.5,189131,4,5316,3841,3,36,30,45,12,528,6355,48,78.389659058256,"SK394AZone10a",3
130.5,122.5,188631,4,5259,3896,2,40,18,42,7,482,6348,37,79.5039895406983,"SK394AZone10a",3
130.5,123.5,188131,4,5183,4084,6,54,17,40,10,450,6380,54,83.3129737352285,"SK394AZone10a",3
130.5,124.5,187631,4,5113,4047,4,39,19,50,7,422,6381,50,82.5633332288582,"SK394AZone10a",3
130.5,125.5,187131,4,5157,3948,3,48,15,50,10,418,6300,54,80.557538360462,"SK394AZone10a",3
131.5,115.5,192132,4,5289,3903,5,50,26,56,6,406,6269,57,79.6458134202819,"SK394AZone10a",3
131.5,116.5,191632,4,5295,3974,5,47,17,43,6,417,6289,45,81.0843127703438,"SK394AZone10a",3
131.5,117.5,191132,4,5240,3999,5,29,20,49,9,471,6139,39,81.5908266259994,"SK394AZone10a",3
131.5,118.5,190632,4,5295,3882,3,37,22,43,6,477,6444,51,79.2203417815312,"SK394AZone10a",3
131.5,119.5,190132,4,5192,3890,6,49,24,58,6,502,6339,51,79.382426215341,"SK394AZone10a",3
131.5,120.5,189632,4,5055,3797,9,43,18,42,10,457,6336,55,77.4981946723021,"SK394AZone10a",3
131.5,121.5,189132,4,5168,4115,4,32,16,45,5,451,6277,47,83.9410509162415,"SK394AZone10a",3
131.5,122.5,188632,4,5175,3929,5,54,21,41,9,543,6443,40,80.1725878301637,"SK394AZone10a",3
131.5,123.5,188132,4,5206,4125,3,39,22,38,9,426,6330,52,84.1436564585037,"SK394AZone10a",3
132.5,114.5,192633,4,5145,3580,6,42,21,63,5,591,6535,47,73.1016544052114,"SK394AZone10a",3
132.5,115.5,192133,4,5167,3832,7,45,19,36,14,496,6410,41,78.20731407022,"SK394AZone10a",3
132.5,116.5,191633,4,5213,4027,5,41,21,36,10,412,6310,37,82.1581221443337,"SK394AZone10a",3
132.5,117.5,191133,4,5267,4084,4,38,12,43,4,475,6394,50,83.3129737352285,"SK394AZone10a",3
132.5,118.5,190633,4,5145,3739,6,60,25,90,8,499,6390,40,76.3230825271811,"SK394AZone10a",3
132.5,119.5,190133,4,5136,3842,5,52,14,47,9,531,6322,54,78.4099196124822,"SK394AZone10a",3
132.5,120.5,189633,4,5086,3792,5,43,23,53,9,553,6313,39,77.396891901171,"SK394AZone10a",3
132.5,121.5,189133,4,5131,3766,6,30,20,45,5,529,6365,29,76.8701174912892,"SK394AZone10a",3
133.5,114.5,192634,4,5010,3820,8,47,25,57,9,515,6483,47,77.9641874195053,"SK394AZone10a",3
133.5,115.5,192134,4,5184,4004,5,41,21,55,10,433,6231,30,81.6921293971306,"SK394AZone10a",3
133.5,116.5,191634,4,5219,3902,8,44,23,50,3,428,6236,54,79.6255528660557,"SK394AZone10a",3
133.5,117.5,191134,4,5068,3909,5,56,14,48,9,474,6290,54,79.7673767456393,"SK394AZone10a",3
133.5,118.5,190634,4,5183,3803,10,36,15,34,7,512,6449,49,77.6197579976595,"SK394AZone10a",3
133.5,119.5,190134,4,5125,3883,7,41,12,47,6,497,6357,50,79.2406023357574,"SK394AZone10a",3
133.5,120.5,189634,4,5201,3987,4,42,16,47,8,484,6294,40,81.3476999752848,"SK394AZone10a",3
133.5,121.5,189134,4,5077,3883,4,44,21,40,5,495,6184,46,79.2406023357574,"SK394AZone10a",3
134.5,113.5,193135,4,4859,3638,6,58,32,68,12,554,6556,68,74.2767665503324,"SK394AZone10a",3
134.5,114.5,192635,4,5244,3898,3,46,18,33,7,473,6293,62,79.5445106491508,"SK394AZone10a",3
134.5,115.5,192135,4,5276,4020,5,42,21,40,7,443,6275,34,82.0162982647502,"SK394AZone10a",3
134.5,116.5,191635,4,5186,3908,3,41,27,73,8,424,6065,54,79.747116191413,"SK394AZone10a",3
134.5,117.5,191135,4,5387,3903,7,54,21,34,13,460,6307,48,79.6458134202819,"SK394AZone10a",3
134.5,118.5,190635,4,5168,3900,10,38,16,54,12,487,6302,43,79.5850317576032,"SK394AZone10a",3
134.5,119.5,190135,4,5292,3957,5,38,17,51,9,468,6276,49,80.739883348498,"SK394AZone10a",3
134.5,120.5,189635,4,5177,3936,4,40,13,44,12,554,6221,38,80.3144117097473,"SK394AZone10a",3
135.5,113.5,193136,4,5193,3902,3,48,15,51,5,548,6495,48,79.6255528660557,"SK394AZone10a",3
135.5,114.5,192636,4,5144,4113,7,34,21,52,7,452,6298,57,83.900529807789,"SK394AZone10a",3
135.5,116.5,191636,4,5277,4001,5,42,18,50,6,412,6288,52,81.6313477344519,"SK394AZone10a",3
135.5,117.5,191136,4,5161,3959,5,27,17,41,4,463,6373,54,80.7804044569505,"SK394AZone10a",3
135.5,118.5,190636,4,5126,3942,4,38,23,43,8,486,6406,49,80.4359750351046,"SK394AZone10a",3
135.5,119.5,190136,4,5099,3868,10,49,27,53,5,507,6199,38,78.936694022364,"SK394AZone10a",3
136.5,113.5,193137,4,4879,3869,5,42,20,44,4,492,6163,65,78.9569545765903,"SK394AZone10a",3
136.5,115.5,192137,4,5095,3877,5,45,25,51,10,458,6136,45,79.1190390104001,"SK394AZone10a",3
136.5,116.5,191637,4,5207,3987,3,37,22,55,4,411,6104,55,81.3476999752848,"SK394AZone10a",3
136.5,117.5,191137,4,5310,3934,1,49,17,46,6,504,6327,43,80.2738906012949,"SK394AZone10a",3
136.5,118.5,190637,4,5227,3796,6,41,22,50,5,487,6292,44,77.4779341180759,"SK394AZone10a",3
136.5,119.5,190137,4,4932,3917,5,53,22,49,8,517,6259,50,79.929461179449,"SK394AZone10a",3
137.5,113.5,193138,4,5184,3928,3,43,26,41,6,500,6522,50,80.1523272759375,"SK394AZone10a",3
137.5,114.5,192638,4,5223,3961,4,42,18,48,4,506,6342,38,80.8209255654029,"SK394AZone10a",3
137.5,116.5,191638,4,5170,3946,8,46,24,49,7,432,6247,43,80.5170172520096,"SK394AZone10a",3
137.5,117.5,191138,4,5242,3829,3,42,17,34,14,458,6408,52,78.1465324075413,"SK394AZone10a",3
137.5,118.5,190638,4,5093,4006,7,37,21,43,11,502,6298,52,81.732650505583,"SK394AZone10a",3
138.5,112.5,193639,4,5223,3827,5,32,19,42,4,533,6363,40,78.1060112990888,"SK394AZone10a",3
138.5,113.5,193139,4,4954,3833,6,41,9,39,9,494,6221,44,78.2275746244462,"SK394AZone10a",3
138.5,114.5,192639,4,5149,3959,5,44,15,47,9,453,6278,40,80.7804044569505,"SK394AZone10a",3
138.5,115.5,192139,4,5304,3883,2,45,17,58,9,442,6338,54,79.2406023357574,"SK394AZone10a",3
138.5,116.5,191639,4,5266,3943,9,45,21,54,9,437,6349,52,80.4562355893309,"SK394AZone10a",3
138.5,117.5,191139,4,5115,4140,8,36,17,56,11,503,6229,50,84.4475647718971,"SK394AZone10a",3
139.5,111.5,194140,4,5157,4002,9,56,20,49,10,504,6336,39,81.6516082886781,"SK394AZone10a",3
139.5,112.5,193640,4,5186,3964,6,44,15,46,9,434,6285,52,80.8817072280816,"SK394AZone10a",3
139.5,113.5,193140,4,5026,4053,3,54,26,50,12,409,6164,49,82.6848965542156,"SK394AZone10a",3
139.5,114.5,192640,4,5116,3953,7,45,24,88,5,388,6023,54,80.6588411315931,"SK394AZone10a",3
139.5,115.5,192140,4,5285,4042,3,38,25,48,13,485,6387,53,82.4620304577271,"SK394AZone10a",3
139.5,116.5,191640,4,5230,4045,4,48,12,46,8,464,6253,34,82.5228121204058,"SK394AZone10a",3
139.5,117.5,191140,4,5093,4109,7,52,23,55,6,441,6227,46,83.8194875908841,"SK394AZone10a",3
14.5,138.5,180515,4,5133,3883,2,48,23,46,6,578,6512,39,79.2406023357574,"SK394AZone9a",3
14.5,139.5,180015,4,5125,3841,5,54,15,45,11,470,6353,48,78.389659058256,"SK394AZone9a",3
14.5,140.5,179515,4,5228,3810,6,50,15,48,5,458,6430,44,77.761581877243,"SK394AZone9a",3
14.5,141.5,179015,4,5054,3929,2,45,23,51,10,513,6530,46,80.1725878301637,"SK394AZone9a",3
14.5,145.5,177015,4,5141,4004,3,56,32,67,8,492,6433,51,81.6921293971306,"SK394AZone9a",3
14.5,146.5,176515,4,5072,3962,4,53,27,50,6,364,6272,62,80.8411861196291,"SK394AZone9a",3
14.5,147.5,176015,4,5239,4043,6,51,28,33,7,420,6352,58,82.4822910119533,"SK394AZone9a",3
14.5,150.5,174515,4,5250,3996,7,58,27,34,5,489,6347,47,81.5300449633208,"SK394AZone9a",3
14.5,151.5,174015,4,5142,4004,0,46,16,46,5,503,6301,43,81.6921293971306,"SK394AZone9a",3
14.5,28.5,235515,4,5139,3890,4,40,17,34,9,477,6354,43,79.382426215341,"SK394AZone1a",1
14.5,29.5,235015,4,4758,3668,6,52,34,71,9,621,6716,31,74.8845831771192,"SK394AZone1a",1
14.5,30.5,234515,4,5204,3918,5,60,17,59,20,539,6350,62,79.9497217336753,"SK394AZone1a",1
14.5,31.5,234015,4,5230,3893,4,50,27,72,11,433,6306,51,79.4432078780197,"SK394AZone1a",1
14.5,32.5,233515,4,5270,4166,7,42,15,35,5,425,6261,35,84.9743391817789,"SK394AZone1a",1
14.5,33.5,233015,4,5243,3958,2,44,16,42,12,419,6357,62,80.7601439027242,"SK394AZone1a",1
14.5,34.5,232515,4,5188,4037,1,46,22,51,7,519,6332,47,82.360727686596,"SK394AZone1a",1
14.5,35.5,232015,4,5261,3901,3,34,25,36,6,478,6445,37,79.6052923118295,"SK394AZone1a",1
14.5,36.5,231515,4,5194,3870,4,51,23,53,2,471,6388,38,78.9772151308165,"SK394AZone1a",1
14.5,37.5,231015,4,5181,3995,5,39,16,45,6,467,6259,35,81.5097844090946,"SK394AZone1a",1
14.5,38.5,230515,4,5231,4028,6,43,18,43,6,486,6429,44,82.17838269856,"SK394AZone1a",1
14.5,39.5,230015,4,5144,4068,5,47,22,46,11,480,6348,59,82.9888048676089,"SK394AZone1a",1
14.5,40.5,229515,4,5236,4032,3,34,14,43,6,448,6304,49,82.2594249154648,"SK394AZone1a",1
140.5,114.5,192641,4,5257,3996,5,45,27,42,9,488,6183,53,81.5300449633208,"SK394AZone10a",3
140.5,115.5,192141,4,5124,3914,7,31,15,43,6,435,6209,56,79.8686795167704,"SK394AZone10a",3
140.5,116.5,191641,4,5330,3946,1,42,16,47,8,456,6122,44,80.5170172520096,"SK394AZone10a",3
141.5,114.5,192642,4,5297,3878,3,41,25,47,7,476,6279,41,79.1392995646263,"SK394AZone10a",3
141.5,115.5,192142,4,5215,3993,4,42,16,47,10,445,6402,47,81.4692633006421,"SK394AZone10a",3
142.5,114.5,192643,4,5260,4004,4,47,19,52,10,499,6312,46,81.6921293971306,"SK394AZone10a",3
142.5,115.5,192143,4,5312,4019,8,49,20,41,6,437,6350,50,81.9960377105239,"SK394AZone10a",3
