"","x","y","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"14306",305.5,471.5,2,5163,3968,7,48,24,38,7,484,6723,53,80.9627494449865
"14307",306.5,471.5,2,4972,3907,5,36,16,41,5,523,6425,54,79.7268556371868
"14308",307.5,471.5,2,5144,3918,2,53,19,35,12,514,6599,40,79.9497217336753
"14309",308.5,471.5,2,5229,4029,4,37,21,40,7,449,6518,42,82.1986432527862
"14310",309.5,471.5,2,5130,3866,6,45,18,51,6,486,6417,50,78.8961729139116
"14311",310.5,471.5,2,5249,3974,1,35,13,45,4,472,6382,46,81.0843127703438
"14312",311.5,471.5,2,5264,4066,2,44,27,52,6,485,6456,50,82.9482837591565
"14313",312.5,471.5,2,5162,4029,5,33,23,39,7,457,6411,40,82.1986432527862
"14314",313.5,471.5,2,5199,3903,4,34,12,38,10,523,6575,44,79.6458134202819
"14315",314.5,471.5,2,5159,4047,2,46,11,50,17,470,6410,37,82.5633332288582
"14316",315.5,471.5,2,5293,4076,9,51,19,44,6,459,6391,58,83.1508893014187
"14317",316.5,471.5,2,5262,4061,5,28,19,47,9,445,6398,39,82.8469809880254
"14318",317.5,471.5,2,5315,4149,4,45,11,42,7,454,6480,42,84.6299097599331
"14319",318.5,471.5,2,5205,3889,3,37,20,44,9,419,6197,52,79.3621656611148
"14323",322.5,471.5,2,5271,4112,4,42,16,33,5,460,6560,49,83.8802692535628
"14324",323.5,471.5,2,5352,4127,3,37,14,52,2,493,6388,38,84.1841775669562
"14325",324.5,471.5,2,5167,3997,5,46,30,37,6,416,6424,41,81.550305517547
"14326",325.5,471.5,2,5197,3980,4,71,29,76,5,453,6575,48,81.2058760957012
"14327",326.5,471.5,2,5148,3908,4,30,26,40,12,530,6495,53,79.747116191413
"14328",327.5,471.5,2,5216,3979,5,39,22,49,6,439,6476,44,81.185615541475
"14329",328.5,471.5,2,5191,3886,4,42,30,43,6,478,6564,43,79.3013839984361
"14330",329.5,471.5,2,5175,3885,7,39,29,54,13,472,6466,49,79.2811234442099
"14332",331.5,471.5,2,4913,3886,9,63,23,107,9,589,6683,57,79.3013839984361
"14333",332.5,471.5,2,5157,3870,7,53,25,42,3,558,6583,54,78.9772151308165
"14334",333.5,471.5,2,5216,3907,4,45,21,41,5,505,6451,49,79.7268556371868
"14363",362.5,471.5,2,5293,4037,7,39,17,37,6,443,6507,41,82.360727686596
"14364",363.5,471.5,2,5266,3900,8,53,18,45,15,487,6344,53,79.5850317576032
"14365",364.5,471.5,2,5164,3962,10,63,34,45,8,491,6480,48,80.8411861196291
"14450",449.5,471.5,2,4968,3740,5,59,28,80,13,588,6741,50,76.3433430814073
"14451",450.5,471.5,2,5171,3980,4,48,24,48,9,479,6669,49,81.2058760957012
"14452",451.5,471.5,2,5158,4023,7,48,18,50,2,491,6352,48,82.0770799274288
"14454",453.5,471.5,2,5167,3938,7,43,30,37,7,479,6432,39,80.3549328181998
"14506",5.5,470.5,2,5124,4125,6,48,21,40,5,457,6352,31,84.1436564585037
"14507",6.5,470.5,2,5262,3874,2,51,27,39,5,515,6554,52,79.0582573477214
"14508",7.5,470.5,2,5047,3813,6,51,24,52,9,574,6709,46,77.8223635399217
"14511",10.5,470.5,2,5041,3868,5,48,16,34,6,479,6357,45,78.936694022364
"14594",93.5,470.5,2,5208,4032,5,43,16,34,11,497,6398,48,82.2594249154648
"14595",94.5,470.5,2,5261,3904,6,43,25,38,9,489,6437,45,79.6660739745081
"14596",95.5,470.5,2,5614,4456,7,40,22,35,9,186,6220,36,90.849899907384
"14597",96.5,470.5,2,5506,4493,3,38,23,38,8,174,5861,44,91.5995404137543
"14598",97.5,470.5,2,5472,4528,7,37,13,31,7,163,6126,46,92.3086598116722
"14601",100.5,470.5,2,5500,4429,5,29,19,34,7,247,6228,50,90.3028649432759
"14602",101.5,470.5,2,5224,4336,6,41,21,36,3,237,5934,53,88.4186334002371
"14603",102.5,470.5,2,5533,4482,5,46,21,39,3,258,6103,47,91.3766743172658
"14604",103.5,470.5,2,5448,4417,2,40,24,39,9,252,6096,53,90.0597382925612
"14606",105.5,470.5,2,5478,4433,5,40,14,55,5,245,6101,52,90.3839071601808
"14607",106.5,470.5,2,5262,4270,4,76,21,95,6,284,6146,62,87.0814368213063
"14608",107.5,470.5,2,5193,4157,3,64,27,82,9,426,6398,46,84.7919941937429
"14609",108.5,470.5,2,5354,4174,4,40,18,57,8,328,6344,38,85.1364236155887
"14610",109.5,470.5,2,5452,4200,6,50,18,44,11,346,6322,53,85.6631980254705
"14611",110.5,470.5,2,5410,4174,7,50,23,44,5,342,6212,55,85.1364236155887
"14612",111.5,470.5,2,5377,4179,5,48,28,42,12,341,6432,45,85.2377263867198
"14613",112.5,470.5,2,5334,4270,9,61,15,34,13,350,6278,46,87.0814368213063
"14614",113.5,470.5,2,5291,4067,3,32,23,50,9,412,6363,42,82.9685443133827
"14615",114.5,470.5,2,5266,4075,6,62,32,62,13,398,6497,48,83.1306287471925
"14617",116.5,470.5,2,5314,4229,8,40,21,59,5,375,6384,52,86.250754098031
"14618",117.5,470.5,2,5599,4496,6,42,13,35,10,282,6174,39,91.660322076433
"14619",118.5,470.5,2,5530,4491,8,41,12,42,8,240,6084,46,91.5590193053018
"14620",119.5,470.5,2,5216,4346,4,51,14,47,13,215,6163,48,88.6212389424993
"14621",120.5,470.5,2,5551,4240,9,35,18,34,14,269,6095,44,86.4736201945195
"14622",121.5,470.5,2,5416,4428,2,45,19,48,14,264,6264,37,90.2826043890497
"14623",122.5,470.5,2,5343,4381,6,42,18,44,10,220,6064,46,89.3303583404172
"14624",123.5,470.5,2,5464,4470,2,39,15,40,6,236,6158,39,91.1335476665511
"14625",124.5,470.5,2,5486,4349,2,38,15,47,7,256,6161,44,88.682020605178
"14626",125.5,470.5,2,5606,4417,3,37,11,36,7,243,6212,60,90.0597382925612
"14627",126.5,470.5,2,5512,4495,5,47,20,40,9,242,6079,47,91.6400615222068
"14628",127.5,470.5,2,5585,4406,6,40,18,41,7,243,6010,60,89.8368721960728
"14629",128.5,470.5,2,5450,4454,6,38,22,50,9,232,6138,49,90.8093787989315
"14630",129.5,470.5,2,5481,4369,4,36,15,33,3,235,6191,49,89.0872316897025
"14631",130.5,470.5,2,5507,4360,4,56,16,42,7,253,6243,43,88.9048867016665
"14632",131.5,470.5,2,5489,4433,5,35,19,44,9,254,6137,56,90.3839071601808
"14633",132.5,470.5,2,5433,4424,4,47,18,50,8,252,6180,52,90.2015621721448
"14634",133.5,470.5,2,5674,4336,6,48,16,42,3,290,6468,35,88.4186334002371
"14635",134.5,470.5,2,5503,4328,3,30,16,49,8,249,6207,38,88.2565489664273
"14636",135.5,470.5,2,5460,4406,4,48,14,44,4,258,6006,47,89.8368721960728
"14637",136.5,470.5,2,5577,4411,10,40,27,49,8,226,6145,42,89.9381749672039
"14638",137.5,470.5,2,5550,4386,3,42,18,41,6,233,6273,56,89.4316611115483
"14639",138.5,470.5,2,5504,4460,2,37,17,43,1,252,6182,52,90.9309421242889
"14640",139.5,470.5,2,5438,4430,6,48,17,41,7,231,6106,49,90.3231254975022
"14641",140.5,470.5,2,5493,4400,4,36,20,36,8,249,6127,41,89.7153088707154
"14642",141.5,470.5,2,5377,4351,4,41,24,37,6,279,6187,42,88.7225417136304
"14643",142.5,470.5,2,5407,4214,4,38,22,46,8,240,6057,49,85.9468457846377
"14644",143.5,470.5,2,5429,4101,4,32,15,36,8,259,5987,43,83.6574031570743
"14645",144.5,470.5,2,5562,4432,8,46,16,39,7,261,6130,60,90.3636466059546
"14646",145.5,470.5,2,5444,4366,3,44,19,48,7,237,6185,47,89.0264500270238
"14647",146.5,470.5,2,5544,4476,6,36,24,34,9,213,6161,53,91.2551109919085
"14648",147.5,470.5,2,5404,4300,8,46,21,57,13,194,5925,44,87.689253448093
"14651",150.5,470.5,2,5418,4289,2,50,15,38,4,232,6144,66,87.4663873516045
"14652",151.5,470.5,2,5094,4243,6,50,21,37,3,305,6151,49,86.5344018571982
"14653",152.5,470.5,2,5437,4414,6,51,21,46,7,273,6164,40,89.9989566298826
"14654",153.5,470.5,2,5330,3993,4,47,14,43,6,470,6404,55,81.4692633006421
"14655",154.5,470.5,2,5344,4005,8,42,25,37,10,454,6421,66,81.7123899513568
"14656",155.5,470.5,2,5137,3947,9,33,23,42,9,450,6341,53,80.5372778062358
"14657",156.5,470.5,2,5331,3983,4,53,23,40,12,479,6501,42,81.2666577583798
"14658",157.5,470.5,2,5235,4027,6,40,21,42,9,468,6410,46,82.1581221443337
"14703",202.5,470.5,2,5241,4059,8,44,25,30,8,344,5990,37,82.8064598795729
"14803",302.5,470.5,2,5345,4009,5,36,17,47,4,460,6277,46,81.7934321682617
"14804",303.5,470.5,2,5167,4075,4,45,20,43,6,466,6613,45,83.1306287471925
"14805",304.5,470.5,2,5150,4005,4,36,15,44,6,450,6398,46,81.7123899513568
"14806",305.5,470.5,2,5236,3965,0,36,31,35,9,529,6617,45,80.9019677823078
"14807",306.5,470.5,2,5132,3862,6,50,19,42,6,553,6536,38,78.8151306970067
"14808",307.5,470.5,2,5146,4113,2,45,15,27,9,510,6467,37,83.900529807789
"14809",308.5,470.5,2,5059,3936,7,49,19,53,7,553,6548,43,80.3144117097473
"14810",309.5,470.5,2,5151,3985,8,38,20,58,3,497,6629,44,81.3071788668323
"14811",310.5,470.5,2,5185,3745,2,40,27,60,8,607,6548,43,76.4446458525384
"14812",311.5,470.5,2,5355,3994,8,45,15,45,8,496,6471,52,81.4895238548683
"14813",312.5,470.5,2,5194,4060,6,55,28,51,7,464,6309,41,82.8267204337991
"14814",313.5,470.5,2,5083,3925,6,65,26,59,9,475,6426,41,80.0915456132588
"14815",314.5,470.5,2,4975,3770,5,66,21,60,10,514,6457,58,76.951159708194
"14816",315.5,470.5,2,5315,3986,7,49,19,44,6,435,6352,39,81.3274394210585
"14817",316.5,470.5,2,5210,4014,4,46,23,56,5,533,6630,52,81.8947349393928
"14818",317.5,470.5,2,5232,4081,9,37,11,53,10,440,6245,46,83.2521920725498
"14823",322.5,470.5,2,5205,4111,3,49,14,46,9,435,6420,50,83.8600086993366
"14824",323.5,470.5,2,5309,4117,3,46,17,36,6,397,6390,45,83.9815720246939
"14825",324.5,470.5,2,5221,4039,7,50,17,48,8,498,6468,36,82.4012487950484
"14826",325.5,470.5,2,5281,3957,8,38,16,52,5,451,6461,42,80.739883348498
"14827",326.5,470.5,2,5230,4144,5,47,25,41,10,444,6366,46,84.528606988802
"14828",327.5,470.5,2,5333,4075,4,39,22,36,6,420,6453,60,83.1306287471925
"14829",328.5,470.5,2,5179,4020,6,45,12,44,8,453,6364,37,82.0162982647502
"14830",329.5,470.5,2,5262,4085,14,37,19,43,7,499,6379,52,83.3332342894547
"14831",330.5,470.5,2,5248,3942,4,73,16,51,2,491,6611,49,80.4359750351046
"14832",331.5,470.5,2,5134,3829,7,49,20,76,11,553,6588,45,78.1465324075413
"14861",360.5,470.5,2,5206,4041,4,47,29,47,17,462,6405,48,82.4417699035009
"14862",361.5,470.5,2,5130,3911,3,44,23,44,13,502,6399,43,79.8078978540917
"14865",364.5,470.5,2,5250,3904,6,55,25,48,10,466,6444,41,79.6660739745081
"14951",450.5,470.5,2,5038,3829,5,61,27,66,5,575,6676,52,78.1465324075413
"14952",451.5,470.5,2,5125,3829,6,36,14,46,6,532,6521,37,78.1465324075413
"14953",452.5,470.5,2,5221,3705,4,46,21,51,9,621,6624,39,75.6342236834895
"15006",5.5,469.5,2,4778,3649,4,69,17,113,8,673,6654,52,74.4996326468209
"15007",6.5,469.5,2,5149,3934,6,55,14,39,11,502,6388,43,80.2738906012949
"15010",9.5,469.5,2,5090,3773,2,51,28,59,4,508,6483,48,77.0119413708727
"15011",10.5,469.5,2,5155,3924,9,45,21,46,6,479,6510,53,80.0712850590326
"15094",93.5,469.5,2,5281,4044,10,43,23,50,13,475,6319,52,82.5025515661795
"15095",94.5,469.5,2,5266,4017,7,29,18,39,6,444,6451,45,81.9555166020715
"15097",96.5,469.5,2,5586,4575,7,52,21,37,7,193,6105,45,93.2609058603047
"15098",97.5,469.5,2,5417,4557,3,44,16,42,4,197,6078,47,92.8962158842327
"15099",98.5,469.5,2,5430,4488,3,52,19,45,6,170,5877,48,91.4982376426232
"15101",100.5,469.5,2,5628,4417,4,38,9,39,14,246,6142,53,90.0597382925612
"15103",102.5,469.5,2,5481,4497,4,47,19,41,9,270,6081,45,91.6805826306592
"15104",103.5,469.5,2,5569,4345,6,41,16,40,7,249,6134,43,88.6009783882731
"15105",104.5,469.5,2,5407,4485,2,57,13,35,9,217,6116,47,91.4374559799445
"15106",105.5,469.5,2,5366,4255,3,22,25,45,7,198,6050,45,86.7775285079129
"15107",106.5,469.5,2,5354,4269,9,67,20,106,6,342,6255,54,87.06117626708
"15108",107.5,469.5,2,5456,4153,3,62,21,51,8,343,6201,42,84.710951976838
"15109",108.5,469.5,2,5308,4278,5,52,17,43,8,368,6256,55,87.243521255116
"15110",109.5,469.5,2,5419,4358,2,44,17,50,6,346,6199,51,88.864365593214
"15111",110.5,469.5,2,5266,4117,4,59,18,74,6,374,6293,63,83.9815720246939
"15112",111.5,469.5,2,5221,4178,7,44,19,38,7,364,6379,69,85.2174658324936
"15113",112.5,469.5,2,5417,4195,1,42,16,51,8,375,6264,50,85.5618952543394
"15114",113.5,469.5,2,5234,4132,4,65,20,61,11,344,6337,53,84.2854803380873
"15115",114.5,469.5,2,5292,4237,3,46,19,33,5,306,6159,42,86.4128385318408
"15116",115.5,469.5,2,5221,4091,5,36,16,43,3,339,6030,44,83.4547976148121
"15117",116.5,469.5,2,5318,4190,10,35,15,46,7,372,6274,45,85.4605924832083
"15118",117.5,469.5,2,5405,4432,5,39,12,37,8,262,6219,43,90.3636466059546
"15119",118.5,469.5,2,5435,4503,5,44,16,53,5,245,6215,41,91.8021459560165
"15120",119.5,469.5,2,5361,4406,4,57,16,50,6,226,6086,55,89.8368721960728
"15121",120.5,469.5,2,5512,4392,7,50,13,40,5,310,6253,52,89.5532244369056
"15122",121.5,469.5,2,5388,4249,3,47,20,40,12,327,6216,57,86.6559651825555
"15123",122.5,469.5,2,5495,4323,3,47,15,44,7,292,6211,47,88.1552461952961
"15124",123.5,469.5,2,5467,4359,8,58,22,46,8,252,6321,49,88.8846261474402
"15125",124.5,469.5,2,5293,4455,5,49,11,33,5,239,6188,59,90.8296393531578
"15126",125.5,469.5,2,5533,4377,5,53,22,42,7,262,6159,45,89.2493161235123
"15127",126.5,469.5,2,5348,4389,4,34,21,41,5,254,6222,49,89.492442774227
"15128",127.5,469.5,2,5401,4414,8,42,13,42,6,263,6174,50,89.9989566298826
"15129",128.5,469.5,2,5459,4402,3,35,31,38,9,215,6061,50,89.7558299791679
"15130",129.5,469.5,2,5566,4410,8,40,15,45,9,228,6158,54,89.9179144129777
"15131",130.5,469.5,2,5420,4388,5,39,14,27,9,255,6232,42,89.4721822200007
"15132",131.5,469.5,2,5540,4422,6,47,12,37,4,248,6055,40,90.1610410636924
"15133",132.5,469.5,2,5419,4322,3,48,21,55,6,287,6308,49,88.1349856410699
"15134",133.5,469.5,2,5119,4241,6,47,19,40,9,281,6018,34,86.4938807487458
"15135",134.5,469.5,2,5502,4266,4,33,17,46,7,231,6163,47,87.0003946044014
"15136",135.5,469.5,2,5558,4345,6,46,16,35,10,237,6217,44,88.6009783882731
"15137",136.5,469.5,2,5407,4359,9,35,25,40,13,226,6157,45,88.8846261474402
"15138",137.5,469.5,2,5665,4469,6,41,16,45,6,276,6321,58,91.1132871123249
"15139",138.5,469.5,2,5450,4439,4,29,11,31,6,256,6053,46,90.5054704855382
"15140",139.5,469.5,2,5383,4375,8,49,11,44,10,281,6067,51,89.2087950150598
"15141",140.5,469.5,2,5491,4348,6,46,23,41,11,248,6185,46,88.6617600509518
"15142",141.5,469.5,2,5500,4465,3,41,13,37,5,263,6160,35,91.03224489542
"15143",142.5,469.5,2,5155,4049,5,113,37,77,11,355,6335,44,82.6038543373107
"15145",144.5,469.5,2,5131,4016,4,35,22,45,2,268,5909,40,81.9352560478453
"15146",145.5,469.5,2,5492,4287,9,29,13,35,2,259,6005,54,87.4258662431521
"15147",146.5,469.5,2,5448,4528,4,50,16,45,8,186,5960,57,92.3086598116722
"15148",147.5,469.5,2,5305,4568,5,35,19,42,10,192,5834,49,93.1190819807211
"15150",149.5,469.5,2,5331,4426,7,38,23,40,8,187,6029,55,90.2420832805973
"15151",150.5,469.5,2,5619,4413,4,54,15,39,15,189,5985,41,89.9786960756563
"15152",151.5,469.5,2,5229,4400,7,49,18,41,8,232,5801,49,89.7153088707154
"15153",152.5,469.5,2,5345,4278,3,48,17,40,8,296,6208,50,87.243521255116
"15154",153.5,469.5,2,5263,3988,5,48,16,41,6,495,6412,50,81.367960529511
"15155",154.5,469.5,2,5340,4030,7,50,20,40,8,498,6310,44,82.2189038070124
"15156",155.5,469.5,2,5259,3947,6,36,25,35,6,465,6477,42,80.5372778062358
"15157",156.5,469.5,2,5281,4035,5,48,16,51,6,463,6323,46,82.3202065781435
"15158",157.5,469.5,2,5219,4109,9,41,30,37,8,447,6516,47,83.8194875908841
"15303",302.5,469.5,2,5307,3976,5,31,13,51,4,522,6518,41,81.1248338787963
"15304",303.5,469.5,2,5199,4127,5,35,24,46,9,479,6571,33,84.1841775669562
"15305",304.5,469.5,2,5136,4043,9,41,16,35,12,454,6392,47,82.4822910119533
"15306",305.5,469.5,2,5284,4070,7,49,19,50,8,472,6430,44,83.0293259760614
"15307",306.5,469.5,2,5220,3859,3,44,21,40,14,547,6504,37,78.754349034328
"15308",307.5,469.5,2,5155,3940,6,49,20,33,4,488,6507,36,80.3954539266522
"15309",308.5,469.5,2,5169,3957,6,40,17,43,4,554,6521,40,80.739883348498
"15310",309.5,469.5,2,5134,3927,3,36,25,42,4,525,6528,39,80.1320667217113
"15311",310.5,469.5,2,5162,3889,6,54,18,36,5,522,6630,51,79.3621656611148
"15312",311.5,469.5,2,5253,3975,7,48,14,52,6,488,6322,54,81.10457332457
"15313",312.5,469.5,2,5249,4020,5,43,17,45,7,463,6516,47,82.0162982647502
"15314",313.5,469.5,2,5177,4016,7,38,19,47,7,485,6526,57,81.9352560478453
"15315",314.5,469.5,2,5028,3873,2,51,26,50,7,521,6444,61,79.0379967934952
"15317",316.5,469.5,2,5132,3825,6,44,18,52,8,495,6568,35,78.0654901906364
"15322",321.5,469.5,2,5264,4108,7,52,21,30,9,436,6283,46,83.7992270366579
"15323",322.5,469.5,2,5346,4030,4,40,15,47,7,417,6303,42,82.2189038070124
"15324",323.5,469.5,2,5220,4047,5,60,24,44,7,426,6491,63,82.5633332288582
"15325",324.5,469.5,2,5206,4056,5,37,20,47,9,464,6427,51,82.7456782168942
"15326",325.5,469.5,2,5247,4120,2,46,17,44,8,416,6545,51,84.0423536873726
"15327",326.5,469.5,2,5359,4042,8,42,22,40,6,497,6488,53,82.4620304577271
"15328",327.5,469.5,2,5198,4134,5,38,16,46,12,394,6556,39,84.3260014465397
"15329",328.5,469.5,2,5425,3984,4,46,14,44,9,444,6472,46,81.2869183126061
"15330",329.5,469.5,2,5008,3823,4,44,23,48,10,558,6656,45,78.0249690821839
"15331",330.5,469.5,2,5190,4098,7,47,21,43,6,401,6415,51,83.5966214943957
"15332",331.5,469.5,2,5176,3841,7,50,20,37,7,530,6550,48,78.389659058256
"15361",360.5,469.5,2,5242,4112,7,49,23,41,12,467,6355,52,83.8802692535628
"15362",361.5,469.5,2,5080,3945,3,40,21,47,5,503,6517,61,80.4967566977833
"15364",363.5,469.5,2,5294,3927,6,53,14,44,7,464,6404,37,80.1320667217113
"15365",364.5,469.5,2,4922,3783,12,79,35,98,9,503,6663,54,77.214546913135
"15453",452.5,469.5,2,5150,3907,4,47,23,53,6,534,6567,45,79.7268556371868
"15593",92.5,468.5,2,5285,4059,3,44,19,54,10,441,6485,38,82.8064598795729
"15594",93.5,468.5,2,5220,3995,4,44,19,43,10,529,6525,48,81.5097844090946
"15595",94.5,468.5,2,5566,4368,5,43,13,37,7,209,6008,42,89.0669711354763
"15596",95.5,468.5,2,5629,4129,3,45,23,34,4,208,6033,36,84.2246986754086
"15597",96.5,468.5,2,5547,4459,6,46,13,36,8,175,5991,43,90.9106815700627
"15598",97.5,468.5,2,5589,4502,5,42,19,38,4,193,5961,54,91.7818854017903
"15599",98.5,468.5,2,5534,4516,4,35,18,32,5,176,6127,64,92.0655331609575
"15600",99.5,468.5,2,5530,4441,6,50,24,42,8,249,6121,55,90.5459915939906
"15601",100.5,468.5,2,5319,4444,9,35,14,42,8,240,6115,44,90.6067732566693
"15602",101.5,468.5,2,5439,4357,11,30,21,41,7,257,6222,54,88.8441050389878
"15603",102.5,468.5,2,5556,4342,4,43,19,45,11,287,6141,36,88.5401967255944
"15604",103.5,468.5,2,5500,4446,8,54,22,43,6,257,6188,41,90.6472943651218
"15605",104.5,468.5,2,5538,4370,8,47,16,41,5,227,6098,51,89.1074922439287
"15606",105.5,468.5,2,5352,4499,8,62,22,56,3,279,6047,51,91.7211037391116
"15607",106.5,468.5,2,5288,4191,3,37,15,57,8,359,6382,53,85.4808530374345
"15608",107.5,468.5,2,5331,4240,3,55,20,48,3,349,6290,44,86.4736201945195
"15609",108.5,468.5,2,5549,4386,4,52,19,54,12,248,6276,47,89.4316611115483
"15610",109.5,468.5,2,5482,4252,4,51,22,48,6,285,6290,62,86.7167468452342
"15611",110.5,468.5,2,5185,4157,2,67,28,52,5,344,6305,57,84.7919941937429
"15612",111.5,468.5,2,5238,3986,3,44,20,52,5,332,6097,51,81.3274394210585
"15613",112.5,468.5,2,5044,4038,10,45,13,53,3,342,6126,42,82.3809882408222
"15614",113.5,468.5,2,5174,4155,5,48,17,52,8,356,6005,40,84.7514730852905
"15615",114.5,468.5,2,5339,4137,3,50,13,45,6,356,6155,48,84.3867831092184
"15616",115.5,468.5,2,5155,4107,6,74,38,108,10,409,6430,70,83.7789664824317
"15617",116.5,468.5,2,5468,4159,5,71,29,56,6,266,6342,45,84.8325153021953
"15618",117.5,468.5,2,5376,4240,8,51,27,47,5,325,6172,48,86.4736201945195
"15619",118.5,468.5,2,5374,4210,2,52,19,47,7,327,6223,32,85.8658035677328
"15620",119.5,468.5,2,5335,4133,1,45,19,55,4,343,6341,50,84.3057408923135
"15621",120.5,468.5,2,5376,4320,5,38,25,50,9,271,6112,52,88.0944645326175
"15622",121.5,468.5,2,5357,4268,4,37,22,38,6,266,6042,45,87.0409157128538
"15623",122.5,468.5,2,5570,4387,3,40,8,38,10,271,6223,49,89.4519216657745
"15624",123.5,468.5,2,5500,4383,1,39,20,41,4,205,5986,44,89.3708794488696
"15625",124.5,468.5,2,5422,4502,5,48,18,44,11,241,6148,48,91.7818854017903
"15626",125.5,468.5,2,5371,4461,6,39,22,43,2,257,6157,48,90.9512026785151
"15627",126.5,468.5,2,5417,4357,3,41,17,37,1,292,6020,42,88.8441050389878
"15628",127.5,468.5,2,5504,4359,12,49,21,45,10,247,6250,47,88.8846261474402
"15629",128.5,468.5,2,5508,4322,4,39,21,29,13,262,6117,39,88.1349856410699
"15630",129.5,468.5,2,5537,4382,5,51,19,50,7,266,6045,47,89.3506188946434
"15631",130.5,468.5,2,5515,4348,6,40,15,22,4,242,6163,39,88.6617600509518
"15632",131.5,468.5,2,5578,4421,6,36,18,42,6,243,6226,54,90.1407805094661
"15633",132.5,468.5,2,5489,4274,6,39,18,42,6,302,6113,51,87.1624790382112
"15634",133.5,468.5,2,5489,4347,4,47,17,51,8,270,6091,66,88.6414994967255
"15635",134.5,468.5,2,5381,4375,8,40,16,50,6,251,5943,38,89.2087950150598
"15636",135.5,468.5,2,5369,4392,7,44,19,54,3,227,6135,41,89.5532244369056
"15637",136.5,468.5,2,5504,4398,12,35,17,39,7,254,6188,47,89.674787762263
"15638",137.5,468.5,2,5533,4422,3,56,20,31,5,258,6204,47,90.1610410636924
"15639",138.5,468.5,2,5452,4269,7,42,21,41,7,270,6277,49,87.06117626708
"15640",139.5,468.5,2,5460,4433,6,38,23,36,11,263,6212,40,90.3839071601808
"15641",140.5,468.5,2,5547,4406,8,44,14,47,1,261,6140,53,89.8368721960728
"15642",141.5,468.5,2,5515,4435,8,31,16,34,9,252,6147,51,90.4244282686333
"15644",143.5,468.5,2,5308,4150,5,43,22,47,6,316,6282,40,84.6501703141593
"15645",144.5,468.5,2,5403,4409,6,46,14,42,10,291,6205,62,89.8976538587515
"15647",146.5,468.5,2,5331,4330,4,42,15,44,9,184,5910,48,88.2970700748797
"15648",147.5,468.5,2,5505,4308,3,42,19,32,6,176,5888,36,87.8513378819028
"15649",148.5,468.5,2,5418,4229,2,32,14,54,5,199,5828,34,86.250754098031
"15650",149.5,468.5,2,5482,4535,5,32,24,36,4,175,5950,44,92.4504836912557
"15651",150.5,468.5,2,5743,4467,6,41,18,55,3,170,6078,47,91.0727660038725
"15652",151.5,468.5,2,5211,4409,5,44,19,39,12,235,5948,52,89.8976538587515
"15653",152.5,468.5,2,5361,4234,3,38,28,39,11,262,6174,52,86.3520568691622
"15655",154.5,468.5,2,5261,4058,8,41,28,47,10,523,6631,44,82.7861993253467
"15656",155.5,468.5,2,5402,4180,1,55,22,39,10,472,6347,42,85.257986940946
"15657",156.5,468.5,2,5243,4160,7,35,23,44,6,456,6426,47,84.8527758564216
"15703",202.5,468.5,2,5107,3763,3,35,23,27,6,593,6608,46,76.8093358286105
"15803",302.5,468.5,2,5324,3965,2,39,31,49,8,490,6482,59,80.9019677823078
"15804",303.5,468.5,2,5250,4156,1,38,19,51,10,487,6466,51,84.7717336395167
"15805",304.5,468.5,2,5282,4082,9,41,20,43,6,488,6332,36,83.2724526267761
"15806",305.5,468.5,2,5160,3985,4,39,20,39,12,533,6498,48,81.3071788668323
"15807",306.5,468.5,2,5118,3811,3,49,24,41,9,555,6502,51,77.7818424314693
"15808",307.5,468.5,2,5230,3912,5,40,22,50,7,518,6564,46,79.8281584083179
"15809",308.5,468.5,2,5187,3899,1,49,23,37,13,476,6526,43,79.564771203377
"15810",309.5,468.5,2,5162,3984,4,31,23,49,12,532,6480,48,81.2869183126061
"15811",310.5,468.5,2,5258,4081,2,46,24,41,3,443,6589,39,83.2521920725498
"15812",311.5,468.5,2,5238,4086,1,36,24,44,8,444,6613,41,83.353494843681
"15813",312.5,468.5,2,5209,4110,7,43,20,47,5,471,6510,42,83.8397481451103
"15814",313.5,468.5,2,5311,4006,8,40,15,36,9,480,6403,50,81.732650505583
"15815",314.5,468.5,2,5145,4210,2,41,26,36,6,461,6423,45,85.8658035677328
"15821",320.5,468.5,2,5195,4013,5,45,18,49,9,426,6511,46,81.8744743851666
